source,date,year,title,letterboxd_uri,rating,rewatch,review,tags,watched_date,content,comment
reviews,2024-08-22,2024,Twisters,https://boxd.it/79FuTf,3,,For my daisy,,2024-08-15,,
diary,2024-08-31,2024,Raayan,https://boxd.it/7dWt4l,3,,,,2024-08-31,,
ratings,2024-08-31,2024,Raayan,https://boxd.it/GYru,3,,,,,,
reviews,2024-08-31,2024,Raayan,https://boxd.it/7dWt4l,3,,Bhogiman,,2024-08-31,,
diary,2024-09-09,2024,The Silence of the Lambs,https://boxd.it/7hMtNB,4,,,,2024-09-08,,
ratings,2024-09-09,2024,The Silence of the Lambs,https://boxd.it/2aHW,4,,,,,,
reviews,2024-09-09,2024,The Silence of the Lambs,https://boxd.it/7hMtNB,4,,Am I into the zone of transphobic after watching this thing?,,2024-09-08,,
diary,2024-09-21,2024,Longlegs,https://boxd.it/7mZ8XB,3.5,,,,2024-09-15,,
diary,2024-09-21,2024,Guruvayoor Ambalanadayil,https://boxd.it/7njnIh,3,,,,2024-09-21,,
ratings,2024-09-21,2024,Longlegs,https://boxd.it/KzLM,3.5,,,,,,
ratings,2024-09-21,2024,Guruvayoor Ambalanadayil,https://boxd.it/Eqle,3,,,,,,
reviews,2024-09-21,2024,Longlegs,https://boxd.it/7mZ8XB,3.5,,Birthday is scary,,2024-09-15,,
reviews,2024-09-21,2024,Guruvayoor Ambalanadayil,https://boxd.it/7njnIh,3,,Had some laughs,,2024-09-21,,
diary,2024-09-22,2024,Civil War,https://boxd.it/7nP1bT,3.5,,,,2024-09-22,,
diary,2024-09-22,2024,Sharp Objects,https://boxd.it/7nQN5r,4,,,,2024-09-22,,
ratings,2024-09-22,2024,Civil War,https://boxd.it/z1jW,3.5,,,,,,
ratings,2024-09-22,2024,Sharp Objects,https://boxd.it/j3NM,4,,,,,,
reviews,2024-09-22,2024,Civil War,https://boxd.it/7nP1bT,3.5,,War photographs are not void,,2024-09-22,,
reviews,2024-09-22,2024,Sharp Objects,https://boxd.it/7nQN5r,4,,"Near Missouri, small town, murder
It is a good venn diagram",,2024-09-22,,
diary,2024-10-05,2024,Atonement,https://boxd.it/7tAlEl,4,,,,2024-10-05,,
ratings,2024-10-05,2024,Atonement,https://boxd.it/24ui,4,,,,,,
reviews,2024-10-05,2024,Atonement,https://boxd.it/7tAlEl,4,,Big little lies,,2024-10-05,,
diary,2024-10-06,2024,Aliens,https://boxd.it/7ubOMn,4,,,,2024-10-06,,
ratings,2024-10-06,2024,Aliens,https://boxd.it/29PA,4,,,,,,
reviews,2024-10-06,2024,Aliens,https://boxd.it/7ubOMn,4,,The BITCHES are insane,,2024-10-06,,
diary,2024-10-07,2024,Taste of Cherry,https://boxd.it/7ugVzv,4,,,,2024-10-06,,
ratings,2024-10-07,2024,Taste of Cherry,https://boxd.it/1m8W,4,,,,,,
reviews,2024-10-07,2024,Taste of Cherry,https://boxd.it/7ugVzv,4,,I wish I would like to be the car which listens these conversations,,2024-10-06,,
diary,2024-10-13,2024,Stree 2,https://boxd.it/7x4JEL,3,,,,2024-10-12,,
ratings,2024-10-13,2024,Stree 2,https://boxd.it/G5Cs,3,,,,,,
reviews,2024-10-13,2024,Stree 2,https://boxd.it/7x4JEL,3,,Good watch,,2024-10-12,,
diary,2024-10-20,2024,The Circle,https://boxd.it/7Baw6T,3.5,,,,2024-10-20,,
ratings,2024-10-20,2024,The Circle,https://boxd.it/1PbA,3.5,,,,,,
reviews,2024-10-20,2024,The Circle,https://boxd.it/7Baw6T,3.5,,I didn't expect this perfect CIRCLE,,2024-10-20,,
diary,2024-10-21,2024,Talvar,https://boxd.it/7Bdglp,3.5,,,,2024-10-13,,
diary,2024-10-21,2024,Montage,https://boxd.it/7BdjWj,3.5,,,,2024-10-13,,
diary,2024-10-21,2024,Gargi,https://boxd.it/7BdbVn,3.5,,,,2024-10-20,,
ratings,2024-10-21,2024,Gargi,https://boxd.it/ALXU,3.5,,,,,,
ratings,2024-10-21,2024,Talvar,https://boxd.it/bTxg,3.5,,,,,,
ratings,2024-10-21,2024,Montage,https://boxd.it/5SR8,3.5,,,,,,
reviews,2024-10-21,2024,Gargi,https://boxd.it/7BdbVn,3.5,,She stood,,2024-10-20,,
reviews,2024-10-21,2024,Talvar,https://boxd.it/7Bdglp,3.5,,Nice watch,,2024-10-13,,
reviews,2024-10-21,2024,Montage,https://boxd.it/7BdjWj,3.5,,I actually surprise,,2024-10-13,,
diary,2024-10-27,2024,Meiyazhagan,https://boxd.it/7EkI5l,3.5,,,,2024-10-26,,
ratings,2024-10-27,2024,Meiyazhagan,https://boxd.it/GYue,3.5,,,,,,
reviews,2024-10-27,2024,Meiyazhagan,https://boxd.it/7EkI5l,3.5,,A prem Kumar genre,,2024-10-26,,
diary,2024-11-01,2024,Vettaiyan,https://boxd.it/7H0p8R,3,,,,2024-10-31,,
ratings,2024-11-01,2024,Vettaiyan,https://boxd.it/FnTu,3,,,,,,
reviews,2024-11-01,2024,Vettaiyan,https://boxd.it/7H0p8R,3,,It's okay to have such flick,,2024-10-31,,
diary,2024-11-18,2024,Ante... Sundaraniki!,https://boxd.it/7Q4GSh,3.5,,,,2024-11-16,,
ratings,2024-11-18,2024,Ante... Sundaraniki!,https://boxd.it/vu0w,3.5,,,,,,
diary,2024-12-07,2024,10 Cloverfield Lane,https://boxd.it/7Zvvid,3.5,,,,2024-12-07,,
ratings,2024-12-07,2024,10 Cloverfield Lane,https://boxd.it/aZiu,3.5,,,,,,
reviews,2024-12-07,2024,10 Cloverfield Lane,https://boxd.it/7Zvvid,3.5,,Literally blowned,,2024-12-07,,
diary,2024-12-15,2024,Sookshmadarshini,https://boxd.it/835lIJ,3.5,,,,2024-12-14,,
diary,2024-12-15,2024,The Adamant Girl,https://boxd.it/835r75,3.5,,,,2024-12-14,,
diary,2024-12-15,2024,Viduthalai: Part I,https://boxd.it/835tAX,4,,,,2024-12-14,,
ratings,2024-12-15,2024,Sookshmadarshini,https://boxd.it/zRX0,3.5,,,,,,
ratings,2024-12-15,2024,The Adamant Girl,https://boxd.it/FwMs,3.5,,,,,,
ratings,2024-12-15,2024,Viduthalai: Part I,https://boxd.it/tzzM,4,,,,,,
reviews,2024-12-15,2024,Sookshmadarshini,https://boxd.it/835lIJ,3.5,,Underestimates micro biologist,,2024-12-14,,
reviews,2024-12-15,2024,The Adamant Girl,https://boxd.it/835r75,3.5,,Adamant at finest,,2024-12-14,,
reviews,2024-12-15,2024,Viduthalai: Part I,https://boxd.it/835tAX,4,,Vetrimaran with his core,,2024-12-14,,
diary,2024-12-16,2024,Kishkindha Kaandam,https://boxd.it/84bOir,3.5,,,,2024-12-15,,
ratings,2024-12-16,2024,Kishkindha Kaandam,https://boxd.it/CLOM,3.5,,,,,,
reviews,2024-12-16,2024,Kishkindha Kaandam,https://boxd.it/84bOir,3.5,,Everyone is sherlock,,2024-12-15,,
diary,2024-12-28,2024,Girls Will Be Girls,https://boxd.it/8cqo4F,3.5,,,,2024-12-25,,
diary,2024-12-28,2024,Nayakan,https://boxd.it/8cqrOL,4,,,,2024-12-25,,
diary,2024-12-28,2024,The Last 10 Years,https://boxd.it/8cquhZ,3.5,,,,2024-12-25,,
diary,2024-12-28,2024,Take Shelter,https://boxd.it/8cqjHH,4,,,,2024-12-28,,
diary,2024-12-28,2024,Anora,https://boxd.it/8cqn9J,3.5,,,,2024-12-28,,
ratings,2024-12-28,2024,Take Shelter,https://boxd.it/DQ,4,,,,,,
ratings,2024-12-28,2024,Anora,https://boxd.it/Egcw,3.5,,,,,,
ratings,2024-12-28,2024,Girls Will Be Girls,https://boxd.it/FVUw,3.5,,,,,,
ratings,2024-12-28,2024,Nayakan,https://boxd.it/1meA,4,,,,,,
ratings,2024-12-28,2024,The Last 10 Years,https://boxd.it/x57m,3.5,,,,,,
reviews,2024-12-28,2024,Take Shelter,https://boxd.it/8cqjHH,4,,Hallucinations are good but wait,,2024-12-28,,
reviews,2024-12-28,2024,Anora,https://boxd.it/8cqn9J,3.5,,I am retired of seeing Vegas as something,,2024-12-28,,
reviews,2024-12-28,2024,Girls Will Be Girls,https://boxd.it/8cqo4F,3.5,,Didn't expect that,,2024-12-25,,
reviews,2024-12-28,2024,Nayakan,https://boxd.it/8cqrOL,4,,It's nothing wrong to spend this 3 hours,,2024-12-25,,
reviews,2024-12-28,2024,The Last 10 Years,https://boxd.it/8cquhZ,3.5,,There was something in the movie which is still live for more than 10 years,,2024-12-25,,
diary,2024-12-29,2024,Asako I & II,https://boxd.it/8ctjkT,4,,,,2024-12-28,,
diary,2024-12-29,2024,The Imitation Game,https://boxd.it/8d0jon,3,,,,2024-12-28,,
ratings,2024-12-29,2024,The Imitation Game,https://boxd.it/6aig,3,,,,,,
reviews,2024-12-29,2024,Asako I & II,https://boxd.it/8ctjkT,4,,Realistic love,,2024-12-28,,
reviews,2024-12-29,2024,The Imitation Game,https://boxd.it/8d0jon,3,,Keira and war is a genre,,2024-12-28,,
diary,2025-01-11,2025,Nirangal Moondru,https://boxd.it/8qhbrJ,3.5,,,,2025-01-11,,
diary,2025-01-11,2025,How to Make Millions Before Grandma Dies,https://boxd.it/8qmV63,4,,,,2025-01-11,,
ratings,2025-01-11,2025,Nirangal Moondru,https://boxd.it/yKnW,3.5,,,,,,
ratings,2025-01-11,2025,How to Make Millions Before Grandma Dies,https://boxd.it/FLa4,4,,,,,,
reviews,2025-01-11,2025,Nirangal Moondru,https://boxd.it/8qhbrJ,3.5,,A karthick naren ground,,2025-01-11,,
reviews,2025-01-11,2025,How to Make Millions Before Grandma Dies,https://boxd.it/8qmV63,4,,I don't want to die at older age,,2025-01-11,,
diary,2025-01-12,2025,Yuni,https://boxd.it/8qsAex,3.5,,,,2025-01-11,,
ratings,2025-01-12,2025,Yuni,https://boxd.it/tXkw,3.5,,,,,,
reviews,2025-01-12,2025,Yuni,https://boxd.it/8qsAex,3.5,,My first Indonesian film that will be never forgotten,,2025-01-11,,
diary,2025-01-13,2025,Dahaad,https://boxd.it/8rFx5n,3,,,,2025-01-12,,
ratings,2025-01-13,2025,Dahaad,https://boxd.it/GyFA,3,,,,,,
reviews,2025-01-13,2025,Dahaad,https://boxd.it/8rFx5n,3,,"It worked, but not satisfied",,2025-01-12,,
diary,2025-01-15,2025,The Raid,https://boxd.it/8tRENX,4,Yes,,,2025-01-14,,
diary,2025-01-15,2025,The Raid 2,https://boxd.it/8tRLJj,3.5,,,,2025-01-14,,
ratings,2025-01-15,2025,The Raid,https://boxd.it/3hBy,4,,,,,,
ratings,2025-01-15,2025,The Raid 2,https://boxd.it/5uz0,3.5,,,,,,
reviews,2025-01-15,2025,The Raid,https://boxd.it/8tRENX,4,Yes,"Still my best action film, salikkalla",,2025-01-14,,
reviews,2025-01-15,2025,The Raid 2,https://boxd.it/8tRLJj,3.5,,"Great sequel, less adrenaline",,2025-01-14,,
ratings,2025-01-17,2025,Asako I & II,https://boxd.it/hyNk,4,,,,,,
diary,2025-01-18,2025,Beyond the Infinite Two Minutes,https://boxd.it/8wd5mJ,4,,,,2025-01-18,,
ratings,2025-01-18,2025,Beyond the Infinite Two Minutes,https://boxd.it/ujVk,4,,,,,,
reviews,2025-01-18,2025,Beyond the Infinite Two Minutes,https://boxd.it/8wd5mJ,4,,This is cinema frndz... a Japanese cinema,,2025-01-18,,
diary,2025-02-01,2025,A Real Pain,https://boxd.it/8GTXZp,3.5,,,,2025-02-01,,
ratings,2025-02-01,2025,A Real Pain,https://boxd.it/CjNG,3.5,,,,,,
reviews,2025-02-01,2025,A Real Pain,https://boxd.it/8GTXZp,3.5,,We are all jews at last,,2025-02-01,,
diary,2025-02-09,2025,Vidaamuyarchi,https://boxd.it/8MflK1,3,,,,2025-02-08,,
ratings,2025-02-09,2025,Vidaamuyarchi,https://boxd.it/zQjS,3,,,,,,
reviews,2025-02-09,2025,Vidaamuyarchi,https://boxd.it/8MflK1,3,,It's into the core but it can be more,,2025-02-08,,
diary,2025-03-08,2025,Kai Po Che!,https://boxd.it/93Kwdx,3.5,,,,2025-03-08,,
ratings,2025-03-08,2025,Kai Po Che!,https://boxd.it/5cWU,3.5,,,,,,
reviews,2025-03-08,2025,Kai Po Che!,https://boxd.it/93Kwdx,3.5,,Not a normal cricket film,,2025-03-08,,
diary,2025-03-24,2025,Dragon,https://boxd.it/9cYGFZ,3,,,,2025-03-22,,
diary,2025-03-24,2025,Nilavuku En Mel Ennadi Kobam,https://boxd.it/9cYI8X,2,,,,2025-03-23,,
diary,2025-03-24,2025,Officer on Duty,https://boxd.it/9cYNj7,3.5,,,,2025-03-23,,
diary,2025-03-24,2025,Adolescence,https://boxd.it/9cZ8Vr,4,,,,2025-03-23,,
ratings,2025-03-24,2025,Dragon,https://boxd.it/Mxns,3,,,,,,
ratings,2025-03-24,2025,Nilavuku En Mel Ennadi Kobam,https://boxd.it/Ko9C,2,,,,,,
ratings,2025-03-24,2025,Officer on Duty,https://boxd.it/MSnS,3.5,,,,,,
ratings,2025-03-24,2025,Adolescence,https://boxd.it/TFGw,4,,,,,,
reviews,2025-03-24,2025,Dragon,https://boxd.it/9cYGFZ,3,,Good commercial,,2025-03-22,,
reviews,2025-03-24,2025,Nilavuku En Mel Ennadi Kobam,https://boxd.it/9cYI8X,2,,Audience mela enna da kobam?,,2025-03-23,,
reviews,2025-03-24,2025,Officer on Duty,https://boxd.it/9cYNj7,3.5,,Music was good but not the story,,2025-03-23,,
reviews,2025-03-24,2025,Adolescence,https://boxd.it/9cZ8Vr,4,,One of the finest limited series,,2025-03-23,,
diary,2025-03-29,2025,The Wind Rises,https://boxd.it/9g914x,4,,,,2025-03-29,,
ratings,2025-03-29,2025,The Wind Rises,https://boxd.it/4JQS,4,,,,,,
reviews,2025-03-29,2025,The Wind Rises,https://boxd.it/9g914x,4,,A Japanese art,,2025-03-29,,
diary,2025-04-02,2025,Mouna Raagam,https://boxd.it/9i6Euh,3.5,,,,2025-03-29,,
diary,2025-04-02,2025,Santosh,https://boxd.it/9i6F3V,3.5,,,,2025-03-30,,
diary,2025-04-02,2025,Karwaan,https://boxd.it/9i6G7f,3.5,,,,2025-03-31,,
ratings,2025-04-02,2025,Mouna Raagam,https://boxd.it/2SpW,3.5,,,,,,
ratings,2025-04-02,2025,Santosh,https://boxd.it/KRli,3.5,,,,,,
ratings,2025-04-02,2025,Karwaan,https://boxd.it/jp58,3.5,,,,,,
reviews,2025-04-02,2025,Mouna Raagam,https://boxd.it/9i6Euh,3.5,,Raja raja thaan,,2025-03-29,,
reviews,2025-04-02,2025,Santosh,https://boxd.it/9i6F3V,3.5,,Raw thing from hindi films,,2025-03-30,,
reviews,2025-04-02,2025,Karwaan,https://boxd.it/9i6G7f,3.5,,Different cast with nice dialogs,,2025-03-31,,
diary,2025-04-26,2025,Veera Dheera Sooran: Part 2,https://boxd.it/9wz085,3.5,,,,2025-04-26,,
ratings,2025-04-26,2025,Veera Dheera Sooran: Part 2,https://boxd.it/JsRc,3.5,,,,,,
ratings,2025-04-26,2025,Barfi!,https://boxd.it/4aL4,4,,,,,,
reviews,2025-04-26,2025,Veera Dheera Sooran: Part 2,https://boxd.it/9wz085,3.5,,A good one,,2025-04-26,,
diary,2025-04-27,2025,Barfi!,https://boxd.it/9wBVzr,4,,,,2025-04-26,,
ratings,2025-04-27,2025,Life of Pi,https://boxd.it/37pC,3.5,,,,,,
reviews,2025-04-27,2025,Barfi!,https://boxd.it/9wBVzr,4,,Really a good watch,,2025-04-26,,
diary,2025-04-28,2025,Life of Pi,https://boxd.it/9xkryN,3.5,,,,2025-04-27,,
reviews,2025-04-28,2025,Life of Pi,https://boxd.it/9xkryN,3.5,,I like the story with tiger,,2025-04-27,,
diary,2025-05-01,2025,The Revenant,https://boxd.it/9zkVJp,4,,,,2025-05-01,,
ratings,2025-05-01,2025,The Revenant,https://boxd.it/8H5e,4,,,,,,
ratings,2025-05-01,2025,Court: State vs. A Nobody,https://boxd.it/SHmm,3,,,,,,
reviews,2025-05-01,2025,The Revenant,https://boxd.it/9zkVJp,4,,It's cold,,2025-05-01,,
diary,2025-05-02,2025,Court: State vs. A Nobody,https://boxd.it/9ztvSN,3,,,,2025-05-01,,
reviews,2025-05-02,2025,Court: State vs. A Nobody,https://boxd.it/9ztvSN,3,,"Mediocre, nothing overwhelmed me",,2025-05-01,,
diary,2025-05-19,2025,Good Bad Ugly,https://boxd.it/9JXs0t,2,,,,2025-05-11,,
diary,2025-05-19,2025,Irugapatru,https://boxd.it/9JS5bN,3.5,,,,2025-05-18,,
diary,2025-05-19,2025,Tourist Family,https://boxd.it/9JS6i1,3.5,,,,2025-05-18,,
diary,2025-05-19,2025,Superboys of Malegaon,https://boxd.it/9JS7ir,3.5,,,,2025-05-18,,
ratings,2025-05-19,2025,Irugapatru,https://boxd.it/EEGA,3.5,,,,,,
ratings,2025-05-19,2025,Tourist Family,https://boxd.it/RNEO,3.5,,,,,,
ratings,2025-05-19,2025,Superboys of Malegaon,https://boxd.it/KyOU,3.5,,,,,,
ratings,2025-05-19,2025,Good Bad Ugly,https://boxd.it/M11k,2,,,,,,
reviews,2025-05-19,2025,Irugapatru,https://boxd.it/9JS5bN,3.5,,Definitely not a film for me but nice,,2025-05-18,,
reviews,2025-05-19,2025,Tourist Family,https://boxd.it/9JS6i1,3.5,,A good entertainer,,2025-05-18,,
reviews,2025-05-19,2025,Superboys of Malegaon,https://boxd.it/9JS7ir,3.5,,A thank you letter to cinema,,2025-05-18,,
reviews,2025-05-19,2025,Good Bad Ugly,https://boxd.it/9JXs0t,2,,God bless you director,,2025-05-11,,
diary,2025-06-02,2025,HIT: The First Case,https://boxd.it/9SFVqF,3.5,,,,2025-05-31,,
diary,2025-06-02,2025,HIT: The 2nd Case,https://boxd.it/9SFX97,2.5,,,,2025-05-31,,
diary,2025-06-02,2025,HIT: The Third Case,https://boxd.it/9SFXFR,3,,,,2025-06-01,,
diary,2025-06-02,2025,Retro,https://boxd.it/9SG0sV,3,,,,2025-06-01,,
ratings,2025-06-02,2025,HIT: The First Case,https://boxd.it/pifM,3.5,,,,,,
ratings,2025-06-02,2025,HIT: The 2nd Case,https://boxd.it/uzQq,2.5,,,,,,
ratings,2025-06-02,2025,HIT: The Third Case,https://boxd.it/E7vu,3,,,,,,
ratings,2025-06-02,2025,Retro,https://boxd.it/MfqS,3,,,,,,
reviews,2025-06-02,2025,HIT: The First Case,https://boxd.it/9SFVqF,3.5,,To the core,,2025-05-31,,
reviews,2025-06-02,2025,HIT: The 2nd Case,https://boxd.it/9SFX97,2.5,,Not to the core,,2025-05-31,,
reviews,2025-06-02,2025,HIT: The Third Case,https://boxd.it/9SFXFR,3,,Violence Violence Violence,,2025-06-01,,
reviews,2025-06-02,2025,Retro,https://boxd.it/9SG0sV,3,,Liked some bits,,2025-06-01,,
diary,2025-06-07,2025,Thug Life,https://boxd.it/9Veh5b,2.5,,,,2025-06-07,,
ratings,2025-06-07,2025,Thug Life,https://boxd.it/DxWY,2.5,,,,,,
reviews,2025-06-07,2025,Thug Life,https://boxd.it/9Veh5b,2.5,,I won't forget Nayagan neither thug life,,2025-06-07,,
diary,2025-07-21,2025,Thupparivaalan,https://boxd.it/apgsjn,3.5,,,,2025-07-19,,
diary,2025-07-21,2025,Kuberaa,https://boxd.it/apgKwT,3,,,,2025-07-19,,
diary,2025-07-21,2025,Dear Zindagi,https://boxd.it/apgQit,3.5,,,,2025-07-20,,
ratings,2025-07-21,2025,Thupparivaalan,https://boxd.it/esI8,3.5,,,,,,
ratings,2025-07-21,2025,Kuberaa,https://boxd.it/IpbA,3,,,,,,
ratings,2025-07-21,2025,Dear Zindagi,https://boxd.it/eAiM,3.5,,,,,,
reviews,2025-07-21,2025,Thupparivaalan,https://boxd.it/apgsjn,3.5,,Myskin Paying tribute to Holmes?,,2025-07-19,,
reviews,2025-07-21,2025,Kuberaa,https://boxd.it/apgKwT,3,,Now I supports Vijay Antony's Pichaikaaran,,2025-07-19,,
reviews,2025-07-21,2025,Dear Zindagi,https://boxd.it/apgQit,3.5,,Kind of loved it,,2025-07-20,,
diary,2025-08-02,2025,PK,https://boxd.it/azbaHr,3.5,,,,2025-07-26,,
diary,2025-08-02,2025,Casino Royale,https://boxd.it/azbiFN,4,,,,2025-07-27,,
diary,2025-08-02,2025,Quantum of Solace,https://boxd.it/azbnb9,3,,,,2025-07-27,,
diary,2025-08-02,2025,Skyfall,https://boxd.it/azbriX,4,,,,2025-07-27,,
ratings,2025-08-02,2025,PK,https://boxd.it/9q1G,3.5,,,,,,
ratings,2025-08-02,2025,Casino Royale,https://boxd.it/1alk,4,,,,,,
ratings,2025-08-02,2025,Quantum of Solace,https://boxd.it/1Vs8,3,,,,,,
ratings,2025-08-02,2025,Skyfall,https://boxd.it/17Fc,4,,,,,,
reviews,2025-08-02,2025,PK,https://boxd.it/azbaHr,3.5,,Adding nanga punga dost song to my playlist surely,,2025-07-26,,
reviews,2025-08-02,2025,Casino Royale,https://boxd.it/azbiFN,4,,"Thank God, I have started Daniel Craig's James Bond movie series with a perfect one.",,2025-07-27,,
reviews,2025-08-02,2025,Quantum of Solace,https://boxd.it/azbnb9,3,,May be the writers have bad mood on writing this one,,2025-07-27,,
reviews,2025-08-02,2025,Skyfall,https://boxd.it/azbriX,4,,Oh perfect competitor to Casino Royale. I like this one better since I have no idea on gambling.,,2025-07-27,,
diary,2025-08-11,2025,3BHK,https://boxd.it/aGfSPF,3,,,,2025-08-10,,
ratings,2025-08-11,2025,3BHK,https://boxd.it/Nn64,3,,,,,,
reviews,2025-08-11,2025,3BHK,https://boxd.it/aGfSPF,3,,A pleasant watch,,2025-08-10,,
diary,2025-08-18,2025,Khauf,https://boxd.it/aLsyZL,3.5,,,,2025-08-16,,
diary,2025-08-18,2025,Mandala Murders,https://boxd.it/aLsDxx,2.5,,,,2025-08-17,,
ratings,2025-08-18,2025,Khauf,https://boxd.it/Ux8o,3.5,,,,,,
ratings,2025-08-18,2025,Mandala Murders,https://boxd.it/WYwQ,2.5,,,,,,
reviews,2025-08-18,2025,Khauf,https://boxd.it/aLsyZL,3.5,,Liked it,,2025-08-16,,
reviews,2025-08-18,2025,Mandala Murders,https://boxd.it/aLsDxx,2.5,,"Average, but okayish",,2025-08-17,,
diary,2025-08-31,2025,Superman,https://boxd.it/aUxqCb,3.5,,,,2025-08-30,,
diary,2025-08-31,2025,F1,https://boxd.it/aVdo75,4,,,,2025-08-31,,
ratings,2025-08-31,2025,Superman,https://boxd.it/E9IU,3.5,,,,,,
ratings,2025-08-31,2025,F1,https://boxd.it/yjVM,4,,,,,,
reviews,2025-08-31,2025,Superman,https://boxd.it/aUxqCb,3.5,,Literally the best comic version,,2025-08-30,,
reviews,2025-08-31,2025,F1,https://boxd.it/aVdo75,4,,That noise is the one of the reasons I'm still following F1,,2025-08-31,,
diary,2025-09-05,2025,Lokah Chapter 1: Chandra,https://boxd.it/aYwUD3,3.5,,,,2025-09-04,,
ratings,2025-09-05,2025,Lokah Chapter 1: Chandra,https://boxd.it/NelO,3.5,,,,,,
reviews,2025-09-05,2025,Lokah Chapter 1: Chandra,https://boxd.it/aYwUD3,3.5,,A good commercial,,2025-09-04,,
diary,2025-09-12,2025,Madharaasi,https://boxd.it/b2xwO5,3,,,,2025-09-11,,
ratings,2025-09-12,2025,Madharaasi,https://boxd.it/Nu7S,3,,,,,,
reviews,2025-09-12,2025,Madharaasi,https://boxd.it/b2xwO5,3,,Nice one,,2025-09-11,,
diary,2025-09-14,2025,Coolie,https://boxd.it/b4fnsV,2.5,,,,2025-09-14,,
diary,2025-09-14,2025,Saiyaara,https://boxd.it/b4foE9,3,,,,2025-09-14,,
ratings,2025-09-14,2025,Saiyaara,https://boxd.it/Lb84,3,,,,,,
reviews,2025-09-14,2025,Coolie,https://boxd.it/b4fnsV,2.5,,Something missing,,2025-09-14,,
reviews,2025-09-14,2025,Saiyaara,https://boxd.it/b4foE9,3,,Recent good one but naah,,2025-09-14,,
diary,2025-09-15,2025,The Hunt,https://boxd.it/b4fvNx,4,,,,2025-09-14,,
ratings,2025-09-15,2025,The Hunt,https://boxd.it/3wEC,4,,,,,,
ratings,2025-09-15,2025,Coolie,https://boxd.it/HDVK,2.5,,,,,,
reviews,2025-09-15,2025,The Hunt,https://boxd.it/b4fvNx,4,,Worth it,,2025-09-14,,
diary,2025-10-02,2025,A Touch of Sin,https://boxd.it/berCTr,3.5,,,,2025-10-01,,
diary,2025-10-02,2025,Still Life,https://boxd.it/betVkz,4,,,,2025-10-01,,
ratings,2025-10-02,2025,A Touch of Sin,https://boxd.it/5Fvo,3.5,,,,,,
ratings,2025-10-02,2025,Still Life,https://boxd.it/26Tk,4,,,,,,
reviews,2025-10-02,2025,A Touch of Sin,https://boxd.it/berCTr,3.5,,An anthology of everything,,2025-10-01,,
reviews,2025-10-02,2025,Still Life,https://boxd.it/betVkz,4,,Loneliness all around,,2025-10-01,,
diary,2025-10-03,2025,A Silent Voice: The Movie,https://boxd.it/bf4R8j,4,,,,2025-10-02,,
diary,2025-10-03,2025,I Want to Eat Your Pancreas,https://boxd.it/bf4SNd,4,,,,2025-10-02,,
ratings,2025-10-03,2025,A Silent Voice: The Movie,https://boxd.it/d99c,4,,,,,,
ratings,2025-10-03,2025,I Want to Eat Your Pancreas,https://boxd.it/ie6C,4,,,,,,
reviews,2025-10-03,2025,A Silent Voice: The Movie,https://boxd.it/bf4R8j,4,,Redemption aka guilt - that's the core,,2025-10-02,,
reviews,2025-10-03,2025,I Want to Eat Your Pancreas,https://boxd.it/bf4SNd,4,,May be me and the dying girl,,2025-10-02,,
diary,2025-10-12,2025,Sinners,https://boxd.it/bkEB8z,4,,,,2025-10-11,,
diary,2025-10-12,2025,Burning,https://boxd.it/bkHtWx,3.5,,,,2025-10-11,,
ratings,2025-10-12,2025,Sinners,https://boxd.it/KQMM,4,,,,,,
ratings,2025-10-12,2025,Burning,https://boxd.it/hHUa,3.5,,,,,,
reviews,2025-10-12,2025,Sinners,https://boxd.it/bkEB8z,4,,I had a great JAM session,,2025-10-11,,
reviews,2025-10-12,2025,Burning,https://boxd.it/bkHtWx,3.5,,One of the best title given,,2025-10-11,,
diary,2025-11-03,2025,Task,https://boxd.it/bAA4yZ,3.5,,,,2025-11-02,,
ratings,2025-11-03,2025,Task,https://boxd.it/Xwl8,3.5,,,,,,
reviews,2025-11-03,2025,Task,https://boxd.it/bAA4yZ,3.5,,"We actually got the story from the first episode, yet it thrills me till the end. Soundtracks are awesome",,2025-11-02,,
diary,2025-11-09,2025,Kiss,https://boxd.it/bDGXpn,3,,,,2025-11-08,,
diary,2025-11-09,2025,Nope,https://boxd.it/bDKBft,4,Yes,,,2025-11-08,,
ratings,2025-11-09,2025,Kiss,https://boxd.it/Nysq,3,,,,,,
reviews,2025-11-09,2025,Kiss,https://boxd.it/bDGXpn,3,,Enjoyed at some parts,,2025-11-08,,
reviews,2025-11-09,2025,Nope,https://boxd.it/bDKBft,4,Yes,"It's my re-watch, still made me believe in this thing",,2025-11-08,,
diary,2025-11-10,2025,Baramulla,https://boxd.it/bEB2qx,3,,,,2025-11-09,,
ratings,2025-11-10,2025,Baramulla,https://boxd.it/YdUU,3,,,,,,
reviews,2025-11-10,2025,Baramulla,https://boxd.it/bEB2qx,3,,"This film's suspense are at the right point, but some plots are fading",,2025-11-09,,
diary,2025-11-22,2025,Saving Private Ryan,https://boxd.it/bNuPen,4,Yes,,,2025-11-22,,
ratings,2025-11-22,2025,Saving Private Ryan,https://boxd.it/29ro,4,,,,,,
reviews,2025-11-22,2025,Saving Private Ryan,https://boxd.it/bNuPen,4,Yes,Saving Private Ryan and losing others,,2025-11-22,,
diary,2025-11-30,2025,The Man Who Knew Infinity,https://boxd.it/bSZsJp,3,,,,2025-11-29,,
