Date,Name,Year,Letterboxd URI,Rating,Rewatch,Tags,Watched Date
2024-10-06,Aliens,1986,https://boxd.it/7ubOMn,4,,,2024-10-06
2024-10-07,Taste of Cherry,1997,https://boxd.it/7ugVzv,4,,,2024-10-06
2024-10-13,Stree 2,2024,https://boxd.it/7x4JEL,3,,,2024-10-12
2024-10-21,Talvar,2015,https://boxd.it/7Bdglp,3.5,,,2024-10-13
2024-10-21,Montage,2013,https://boxd.it/7BdjWj,3.5,,,2024-10-13
2024-10-20,The Circle,2000,https://boxd.it/7Baw6T,3.5,,,2024-10-20
2024-10-21,Gargi,2022,https://boxd.it/7BdbVn,3.5,,,2024-10-20
2024-10-27,Meiyazhagan,2024,https://boxd.it/7EkI5l,3.5,,,2024-10-26
2024-11-01,Vettaiyan,2024,https://boxd.it/7H0p8R,3,,,2024-10-31
2024-11-18,Ante... Sundaraniki!,2022,https://boxd.it/7Q4GSh,3.5,,,2024-11-16
2024-12-07,10 Cloverfield Lane,2016,https://boxd.it/7Zvvid,3.5,,,2024-12-07
2024-12-15,Sookshmadarshini,2024,https://boxd.it/835lIJ,3.5,,,2024-12-14
2024-12-15,The Adamant Girl,2024,https://boxd.it/835r75,3.5,,,2024-12-14
2024-12-15,Viduthalai: Part I,2023,https://boxd.it/835tAX,4,,,2024-12-14
2024-12-16,Kishkindha Kaandam,2024,https://boxd.it/84bOir,3.5,,,2024-12-15
2024-12-28,Girls Will Be Girls,2024,https://boxd.it/8cqo4F,3.5,,,2024-12-25
2024-12-28,Nayakan,1987,https://boxd.it/8cqrOL,4,,,2024-12-25
2024-12-28,The Last 10 Years,2022,https://boxd.it/8cquhZ,3.5,,,2024-12-25
2024-12-28,Take Shelter,2011,https://boxd.it/8cqjHH,4,,,2024-12-28
2024-12-28,Anora,2024,https://boxd.it/8cqn9J,3.5,,,2024-12-28
2024-12-29,Asako I & II,2018,https://boxd.it/8ctjkT,4,,,2024-12-28
2024-12-29,The Imitation Game,2014,https://boxd.it/8d0jon,3,,,2024-12-28
2025-01-11,Nirangal Moondru,2024,https://boxd.it/8qhbrJ,3.5,,,2025-01-11
2025-01-11,How to Make Millions Before Grandma Dies,2024,https://boxd.it/8qmV63,4,,,2025-01-11
2025-01-12,Yuni,2021,https://boxd.it/8qsAex,3.5,,,2025-01-11
2025-01-13,Dahaad,2023,https://boxd.it/8rFx5n,3,,,2025-01-12
2025-01-15,The Raid,2011,https://boxd.it/8tRENX,4,Yes,,2025-01-14
2025-01-15,The Raid 2,2014,https://boxd.it/8tRLJj,3.5,,,2025-01-14
2025-01-18,Beyond the Infinite Two Minutes,2020,https://boxd.it/8wd5mJ,4,,,2025-01-18
2025-02-01,A Real Pain,2024,https://boxd.it/8GTXZp,3.5,,,2025-02-01
2025-02-09,Vidaamuyarchi,2025,https://boxd.it/8MflK1,3,,,2025-02-08
2025-03-08,Kai Po Che!,2013,https://boxd.it/93Kwdx,3.5,,,2025-03-08
2025-03-24,Dragon,2025,https://boxd.it/9cYGFZ,3,,,2025-03-22
2025-03-24,Nilavuku En Mel Ennadi Kobam,2025,https://boxd.it/9cYI8X,2,,,2025-03-23
2025-03-24,Officer on Duty,2025,https://boxd.it/9cYNj7,3.5,,,2025-03-23
2025-03-24,Adolescence,2025,https://boxd.it/9cZ8Vr,4,,,2025-03-23
2025-03-29,The Wind Rises,2013,https://boxd.it/9g914x,4,,,2025-03-29
2025-04-02,Mouna Raagam,1986,https://boxd.it/9i6Euh,3.5,,,2025-03-29
2025-04-02,Santosh,2024,https://boxd.it/9i6F3V,3.5,,,2025-03-30
2025-04-02,Karwaan,2018,https://boxd.it/9i6G7f,3.5,,,2025-03-31
2025-04-26,Veera Dheera Sooran: Part 2,2025,https://boxd.it/9wz085,3.5,,,2025-04-26
2025-04-27,Barfi!,2012,https://boxd.it/9wBVzr,4,,,2025-04-26
2025-04-28,Life of Pi,2012,https://boxd.it/9xkryN,3.5,,,2025-04-27
2025-05-01,The Revenant,2015,https://boxd.it/9zkVJp,4,,,2025-05-01
2025-05-02,Court: State vs. A Nobody,2025,https://boxd.it/9ztvSN,3,,,2025-05-01
2025-05-19,Good Bad Ugly,2025,https://boxd.it/9JXs0t,2,,,2025-05-11
2025-05-19,Irugapatru,2023,https://boxd.it/9JS5bN,3.5,,,2025-05-18
2025-05-19,Tourist Family,2025,https://boxd.it/9JS6i1,3.5,,,2025-05-18
2025-05-19,Superboys of Malegaon,2024,https://boxd.it/9JS7ir,3.5,,,2025-05-18
2025-06-02,HIT: The First Case,2020,https://boxd.it/9SFVqF,3.5,,,2025-05-31
2025-06-02,HIT: The 2nd Case,2022,https://boxd.it/9SFX97,2.5,,,2025-05-31
2025-06-02,HIT: The Third Case,2025,https://boxd.it/9SFXFR,3,,,2025-06-01
2025-06-02,Retro,2025,https://boxd.it/9SG0sV,3,,,2025-06-01
2025-06-07,Thug Life,2025,https://boxd.it/9Veh5b,2.5,,,2025-06-07
2025-07-21,Thupparivaalan,2017,https://boxd.it/apgsjn,3.5,,,2025-07-19
2025-07-21,Kuberaa,2025,https://boxd.it/apgKwT,3,,,2025-07-19
2025-07-21,Dear Zindagi,2016,https://boxd.it/apgQit,3.5,,,2025-07-20
2025-08-02,PK,2014,https://boxd.it/azbaHr,3.5,,,2025-07-26
2025-08-02,Casino Royale,2006,https://boxd.it/azbiFN,4,,,2025-07-27
2025-08-02,Quantum of Solace,2008,https://boxd.it/azbnb9,3,,,2025-07-27
2025-08-02,Skyfall,2012,https://boxd.it/azbriX,4,,,2025-07-27
2025-08-11,3BHK,2025,https://boxd.it/aGfSPF,3,,,2025-08-10
2025-08-18,Khauf,2025,https://boxd.it/aLsyZL,3.5,,,2025-08-16
2025-08-18,Mandala Murders,2025,https://boxd.it/aLsDxx,2.5,,,2025-08-17
2025-08-31,Superman,2025,https://boxd.it/aUxqCb,3.5,,,2025-08-30
2025-08-31,F1,2025,https://boxd.it/aVdo75,4,,,2025-08-31
2025-09-05,Lokah Chapter 1: Chandra,2025,https://boxd.it/aYwUD3,3.5,,,2025-09-04
2025-09-12,Madharaasi,2025,https://boxd.it/b2xwO5,3,,,2025-09-11
2025-09-14,Coolie,2025,https://boxd.it/b4fnsV,2.5,,,2025-09-14
2025-09-14,Saiyaara,2025,https://boxd.it/b4foE9,3,,,2025-09-14
2025-09-15,The Hunt,2012,https://boxd.it/b4fvNx,4,,,2025-09-14
2025-10-02,A Touch of Sin,2013,https://boxd.it/berCTr,3.5,,,2025-10-01
2025-10-02,Still Life,2006,https://boxd.it/betVkz,4,,,2025-10-01
2025-10-03,A Silent Voice: The Movie,2016,https://boxd.it/bf4R8j,4,,,2025-10-02
2025-10-03,I Want to Eat Your Pancreas,2018,https://boxd.it/bf4SNd,4,,,2025-10-02
2025-10-12,Sinners,2025,https://boxd.it/bkEB8z,4,,,2025-10-11
2025-10-12,Burning,2018,https://boxd.it/bkHtWx,3.5,,,2025-10-11
2025-11-03,Task,2025,https://boxd.it/bAA4yZ,3.5,,,2025-11-02
2025-11-09,Kiss,2025,https://boxd.it/bDGXpn,3,,,2025-11-08
2025-11-09,Nope,2022,https://boxd.it/bDKBft,4,Yes,,2025-11-08
2025-11-10,Baramulla,2025,https://boxd.it/bEB2qx,3,,,2025-11-09
2025-11-22,Saving Private Ryan,1998,https://boxd.it/bNuPen,4,Yes,,2025-11-22
2025-11-30,The Man Who Knew Infinity,2015,https://boxd.it/bSZsJp,3,,,2025-11-29
2025-11-30,F1,2025,https://boxd.it/bSZviV,4,Yes,,2025-11-29
2025-12-07,The Girlfriend,2025,https://boxd.it/bXDjY7,2.5,,,2025-12-06
2025-12-07,Sister Midnight,2024,https://boxd.it/bXDi0l,3.5,,,2025-12-07
2025-12-07,Left-Handed Girl,2025,https://boxd.it/bXDlNl,3.5,,,2025-12-07
2025-12-13,We Live in Time,2024,https://boxd.it/c1g1Sb,3.5,,,2025-12-12
2025-12-13,Kaantha,2025,https://boxd.it/c1H3xD,3.5,,,2025-12-13
2025-12-13,Short Term 12,2013,https://boxd.it/c1L7wx,4,,,2025-12-13
2025-12-13,Perfect Blue,1997,https://boxd.it/c1RoEF,4,,,2025-12-13
2025-12-15,Aaromaley,2025,https://boxd.it/c3sthJ,3,,,2025-12-14
2025-12-21,Silence,2016,https://boxd.it/c8jnUn,4,,,2025-12-20
2025-12-21,Homebound,2025,https://boxd.it/c8oGGJ,3.5,,,2025-12-20
2026-01-03,Thevar Magan,1992,https://boxd.it/co9SzJ,4,,,2026-01-01
2026-01-03,"Sorry, Baby",2025,https://boxd.it/coafS5,4,,,2026-01-02
2026-01-04,Eko,2025,https://boxd.it/cptCQD,3.5,,,2026-01-03
2026-01-05,About Time,2013,https://boxd.it/crvjyx,4,,,2026-01-04
2026-01-12,Sore: A Wife from the Future,2025,https://boxd.it/cA0mqF,4,,,2026-01-11
2026-01-16,Parasakthi,2026,https://boxd.it/cErkL7,3,,,2026-01-15
2026-01-18,Mask,2025,https://boxd.it/cHrt0r,3,,,2026-01-18
2026-01-19,The Substance,2024,https://boxd.it/cHrUQp,4,,,2026-01-18
2026-01-19,Gia,1998,https://boxd.it/cHCQXN,3.5,,,2026-01-18
2026-01-19,It Was Just an Accident,2025,https://boxd.it/cHCXFB,4,,,2026-01-18
2026-01-25,Angammal,2024,https://boxd.it/cNJlJj,3.5,,,2026-01-24
2026-01-27,Thalaivar Thambi Thalaimaiyil,2026,https://boxd.it/cQWrof,3.5,,,2026-01-27
2026-02-01,Sarvam Maya,2025,https://boxd.it/cVcZeh,3.5,,,2026-01-31
2026-02-14,Dhurandhar,2025,https://boxd.it/d7zUvr,3,,,2026-02-14
2026-03-01,Hamnet,2025,https://boxd.it/dkU40b,3.5,,,2026-02-28
2026-03-07,One Battle After Another,2025,https://boxd.it/dqlU8b,3.5,,,2026-03-07
2026-03-08,With Love,2026,https://boxd.it/dqGITL,3,,,2026-03-08
2026-03-08,Train Dreams,2025,https://boxd.it/dqGNxv,4,,,2026-03-08
2026-03-22,The Secret Agent,2025,https://boxd.it/dBYLLb,3.5,,,2026-03-21
2026-03-22,Tremors,1990,https://boxd.it/dC22I5,3.5,,,2026-03-21
2026-04-06,Oru Jaathi Jaathakam,2025,https://boxd.it/dRg96b,3,,,2026-04-05
2026-04-25,Ohm Shanthi Oshaana,2014,https://boxd.it/e6KItT,3.5,,,2026-04-25
2026-04-27,Bangalore Days,2014,https://boxd.it/e8yr1n,3.5,Yes,,2026-04-26
2026-04-27,Mumbai Police,2013,https://boxd.it/e8yutf,3.5,,,2026-04-26
2026-05-06,Kedi Billa Killadi Ranga,2013,https://boxd.it/efP2rn,2.5,,,2026-05-02
2026-05-06,Sunny,2011,https://boxd.it/efP3NT,3.5,,,2026-05-03
2026-05-06,Contact,1997,https://boxd.it/efP4TN,4,,,2026-05-03
2026-05-17,Karuppu,2026,https://boxd.it/eoHuxX,2.5,,,2026-05-16
2026-05-17,Love Insurance Kompany,2026,https://boxd.it/eoHvOF,2,,,2026-05-17
2026-05-17,The Matrix,1999,https://boxd.it/eoHNxn,4,,,2026-05-17
2026-05-24,Whisper of the Heart,1995,https://boxd.it/eugkGv,3.5,,,2026-05-23
2026-05-24,Gifted,2017,https://boxd.it/eugm3F,3,,,2026-05-24
2026-05-24,I Saw the Devil,2010,https://boxd.it/eugpqR,3.5,,,2026-05-24
2026-05-25,Aftersun,2022,https://boxd.it/ev47VR,4,Yes,,2026-05-24
2026-06-01,Kara,2026,https://boxd.it/eBj06B,3,,,2026-05-31
2026-06-01,Blast,2026,https://boxd.it/eBj2Ob,3.5,,,2026-05-31
2026-06-08,The Motorcycle Diaries,2004,https://boxd.it/eGW7sn,4,,,2026-06-06
2026-06-08,"The Gangster, the Cop, the Devil",2019,https://boxd.it/eHEjkD,3,Yes,,2026-06-07
2026-06-08,Thattathin Marayathu,2012,https://boxd.it/eHElM5,3.5,,,2026-06-07
2026-06-29,29,2026,https://boxd.it/eZJreF,3,,,2026-06-28
